Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:c732:8c18:15a2:9750:a69f,São Paulo,2022-08-21T20:05:48.159Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.246,Paraná,2022-08-21T16:33:56.823Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.246.244,Paraná,2022-08-21T12:27:20.802Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.246.244,Paraná,2022-08-21T06:13:38.894Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:c732:154c:a094:72e7:59de,São Paulo,2022-08-21T05:51:44.798Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.246.244,Paraná,2022-08-21T05:27:25.466Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:c732:18f4:f66:b0b5:7336,São Paulo,2022-08-21T04:11:47.796Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.246.244,Paraná,2022-08-21T01:57:24.143Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:c732:201e:9335:5dd8:262b,São Paulo,2022-08-21T01:32:11.615Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.246.244,Paraná,2022-08-20T22:16:39.751Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.246.244,Paraná,2022-08-20T15:31:05.207Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:c732:605c:728f:9049:8005,São Paulo,2022-08-20T15:04:59.609Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.246.244,Paraná,2022-08-20T05:55:02.734Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:c732:24d0:6f3d:8f6c:e63e,São Paulo,2022-08-20T05:09:46.230Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.246.244,Paraná,2022-08-19T23:23:12.943Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.246.244,Paraná,2022-08-19T17:09:20.567Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:c732:c9b3:c16f:7e5c:1ef0,São Paulo,2022-08-19T16:49:08.716Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.246.244,Paraná,2022-08-19T05:20:55.473Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:c732:4c95:f0bb:e54a:2a31,São Paulo,2022-08-19T04:37:41.244Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.42.58.177,Paraná,2022-08-19T03:30:42.407Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.246,Paraná,2022-08-18T10:47:21.309Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,186.251.144.15,Paraná,2022-08-18T01:43:22.304Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.66,Paraná,2022-08-17T02:41:00.553Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-0531D2DA944707D1593A3192A46D61142A0A10C114E9057A76D5549BD8CFC27D2,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8280:582b:d8cd:3356:8184:221a,São Paulo,2022-08-15T16:58:31.876Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,143.208.42.66,Paraná,2022-08-13T01:12:07.196Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d45:3e00:162:897f:fcaa:7ba1,Paraná,2022-08-11T22:45:18.669Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d45:3e00:c06e:9031:6f83:16fe,Paraná,2022-08-11T22:44:53.040Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.66,Paraná,2022-08-11T01:27:06.055Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,143.208.42.66,Paraná,2022-08-10T06:19:28.050Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,138.99.251.178,Paraná,2022-08-09T03:44:56.202Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.178,Paraná,2022-08-09T00:40:11.413Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.178,Paraná,2022-08-07T19:35:17.105Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,138.99.251.178,Paraná,2022-08-07T12:38:50.946Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.16.77.15,Paraná,2022-08-07T07:21:36.465Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:8af5:e17c:a44e:3596:23b6,São Paulo,2022-08-07T06:53:04.153Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,138.99.251.178,Paraná,2022-08-07T03:13:12.570Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.16.77.15,Paraná,2022-08-07T00:01:56.025Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:2b8:20cb:8b00:d33:3f58:48a8:dacb,Paraná,2022-08-06T21:03:56.961Z
NFCDOP-01-JCD9E163EGH2DXEV9A7YPQPPAKE015,BR,Netflix Opera Other,Netflix Opera Other,138.99.251.178,Paraná,2022-08-06T20:30:16.699Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d45:3e00:40f6:9d29:5e9a:bb2a,Paraná,2022-08-06T19:48:30.889Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.16.77.15,Paraná,2022-08-06T17:56:31.306Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:8af5:90d5:fe1d:bf5c:b9fd,São Paulo,2022-08-06T16:37:35.920Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d45:3e00:1133:96b6:80ae:c306,Paraná,2022-08-06T15:36:16.397Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.16.77.59,Paraná,2022-08-06T11:51:16.620Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:63cc:5160:31b7:d83a:a8ff,São Paulo,2022-08-06T11:29:16.413Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.16.77.59,Paraná,2022-08-06T07:50:10.963Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:63cc:5160:31b7:d83a:a8ff,São Paulo,2022-08-06T07:27:08.373Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.16.77.59,Paraná,2022-08-05T16:14:00.338Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:63cc:ccd4:982f:9eec:f95c,São Paulo,2022-08-05T15:52:12.068Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.16.77.59,Paraná,2022-08-05T14:27:58.116Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:63cc:ccd4:982f:9eec:f95c,São Paulo,2022-08-05T14:21:58.496Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.177.122.130,Paraná,2022-08-05T03:22:57.494Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:a087:a102:9c6f:7dff:5ec8,São Paulo,2022-08-05T02:42:42.812Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.177.122.130,Paraná,2022-08-05T01:32:57.539Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:a087:a11e:1332:65e2:9ec1,São Paulo,2022-08-05T00:33:34.601Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.178,Paraná,2022-08-04T23:03:19.309Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:2b8:20be:a000:649f:614:bcdc:e450,Paraná,2022-08-04T20:05:37.956Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.177.122.130,Paraná,2022-08-04T18:03:25.272Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:a087:c984:5d4a:f4f:2301,São Paulo,2022-08-04T17:51:32.427Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:2b8:20be:a000:69da:724c:c5e2:d0cd,Paraná,2022-08-04T15:25:19.415Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.177.122.130,Paraná,2022-08-04T06:18:32.689Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:a087:b1f5:c7e8:40fb:2bba,São Paulo,2022-08-04T05:34:20.991Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.177.122.130,Paraná,2022-08-03T22:57:56.151Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:a087:c5df:e4ba:5fe:410d,São Paulo,2022-08-03T22:48:21.315Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:a087:20d4:8c87:c2bc:4440,São Paulo,2022-08-03T04:41:14.734Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.177.122.130,Paraná,2022-08-03T03:10:12.333Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:a087:20d4:8c87:c2bc:4440,São Paulo,2022-08-03T02:40:40.473Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.177.122.130,Paraná,2022-08-03T01:55:35.160Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:a087:20d4:8c87:c2bc:4440,São Paulo,2022-08-03T01:03:26.915Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8d45:3e00:90e6:9595:2a92:4fdc,Paraná,2022-08-03T00:20:30.801Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8d45:3e00:e58c:3cfb:f8c1:6a40,Paraná,2022-08-03T00:20:16.534Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.177.122.130,Paraná,2022-08-02T21:54:16.525Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.177.122.130,Paraná,2022-08-02T03:14:28.087Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:a087:506a:6410:964c:5a6e,São Paulo,2022-08-02T02:49:15.544Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.177.122.130,Paraná,2022-08-02T00:57:55.495Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,138.99.251.178,Paraná,2022-08-02T00:48:43.905Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8280:a087:506a:6410:964c:5a6e,São Paulo,2022-08-02T00:36:16.829Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.178,Paraná,2022-08-01T17:12:55.005Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.178,Paraná,2022-07-31T14:47:00.235Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:2b8:20be:a000:6882:6cd3:b316:e92c,Paraná,2022-07-31T13:17:55.002Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:2b8:20be:a000:8c9:36e6:8ef1:7161,Paraná,2022-07-31T02:53:12.454Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,138.99.251.178,Paraná,2022-07-31T00:44:08.921Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8dd5:a900:6544:5fd0:ebd8:ed47,Paraná,2022-07-31T00:09:28.883Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,186.224.72.84,Paraná,2022-07-30T23:59:37.518Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8dd5:a900:ec3b:9196:f542:d3fe,Paraná,2022-07-30T23:59:19.117Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,138.99.251.178,Paraná,2022-07-30T22:03:56.258Z
GOOGCAP0010000000000000003811793,BR,Google Chromecast V5 Streaming Stick,Google Chromecast V5 Streaming Stick,2804:fc:8dd5:a900:6544:5fd0:ebd8:ed47,Paraná,2022-07-30T15:36:05.232Z
NFAPPL-02-IPHONE12=1-F68CDDA3E2A6709F50B86CE961DCFE053B3DCE1790ED16BDD2DF505505FD8195,BR,Apple iPhone 11,Apple iPhone 11,2804:fc:8dd5:a900:f96d:178a:4cf:a492,Paraná,2022-07-30T15:35:47.088Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,138.99.251.178,Paraná,2022-07-30T11:54:22.309Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:2b8:20be:a000:b1a0:5e89:e973:8fd0,Paraná,2022-07-29T23:43:27.745Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.168,Paraná,2022-07-29T22:28:50.947Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.168,Paraná,2022-07-29T22:28:50.939Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,143.208.40.179,Paraná,2022-07-29T03:12:47.601Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,143.208.40.179,Paraná,2022-07-29T01:14:16.498Z
NFCDOP-01-JCD9E163EGH2DXEV9A7YPQPPAKE015,BR,Netflix Opera Other,Netflix Opera Other,143.208.40.179,Paraná,2022-07-28T23:36:01.370Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,143.208.40.179,Paraná,2022-07-28T01:28:28.989Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.201,Paraná,2022-07-27T21:51:20.676Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.40.179,Paraná,2022-07-27T13:23:05.366Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.34,Paraná,2022-07-26T21:09:41.988Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.34,Paraná,2022-07-26T21:09:41.979Z
NFANDROID1-PRV-P-ASUS=ASUS=X00QD-7991-0BFB864B996BF606B937E944F75AB87915BBB83A854692F8A67B222761E65D991,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,143.208.40.179,Paraná,2022-07-26T12:26:01.635Z
NFCDOP-01-JCD9E163EGH2DXEV9A7YPQPPAKE015,BR,Netflix Opera Other,Netflix Opera Other,143.208.40.179,Paraná,2022-07-25T23:39:18.938Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.40.179,Paraná,2022-07-25T14:14:02.668Z
NFANDROID1-PRV-P-L3-SAMSUSM-J260M-4445-0D5A956675C18BFF1BC7FFA707148C5F1E10E1120E7F421FCB0AD096FB3887033,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2804:2b8:34d:dd00:5421:3e06:4899:8182,Paraná,2022-07-24T03:10:45.868Z
